Data Processamento,TIPO DE BENEFICIARIO,ORGAO INSTITUIDOR,CARGO DO INSTITUIDOR,total_rendimento_bruto,max_rendimento_bruto,total_rendimento_iquido,max_rendimento_liquido,min_data_inicio_pensao,quantidade
2020-01-01,Filha,Vários,Primeiro-Tenente,21522.32,21522.32,17196.30,17196.30,2001-02-01,1
2020-01-01,Filha,Vários,Segundo-Sargento,49154.85,11638.80,46861.57,10829.12,1968-01-01,9
2020-01-01,Filha,Vários,Vários,681198.64,50130.98,574302.55,37532.86,1943-01-28,43
2020-01-01,Filho,Comando da Aeronáutica,Brigadeiro,69331.84,25847.80,59718.16,24533.77,1993-04-06,5
2020-01-01,Filho,Comando da Aeronáutica,Cabo (engajado),33121.29,3782.88,31965.00,3732.34,1981-05-09,17
2020-01-01,Filho,Comando da Aeronáutica,Capitao,128795.46,17666.95,123078.04,17437.28,1999-04-08,11
2020-01-01,Filho,Comando da Aeronáutica,Coronel,94223.61,20153.76,84069.90,19891.77,2001-08-01,11
2020-01-01,Filho,Comando da Aeronáutica,Major,163753.80,21732.48,151805.84,21449.96,1993-12-03,11
2020-01-01,Filho,Comando da Aeronáutica,Major-Brigadeiro,100530.44,28148.16,80607.01,21535.08,2002-12-09,7
2020-01-01,Filho,Comando da Aeronáutica,Marechal-do-Ar,55700.97,32549.60,54300.07,32126.46,1995-01-02,3
2020-01-01,Filho,Comando da Aeronáutica,Primeiro-Sargento,79142.06,9605.18,74457.52,9261.74,1993-12-03,21
2020-01-01,Filho,Comando da Aeronáutica,Primeiro-Tenente,468770.93,15912.85,419956.87,15705.99,1968-06-18,69
2020-01-01,Filho,Comando da Aeronáutica,Segundo-Sargento,153859.69,36633.60,171019.88,60547.41,1945-08-09,36
2020-01-01,Filho,Comando da Aeronáutica,Segundo-Tenente,434214.40,14380.80,399403.71,13859.16,1945-07-03,86
2020-01-01,Filho,Comando da Aeronáutica,Soldado de 1ª Classe,20569.68,2580.84,19739.05,2499.05,2004-04-11,8
2020-01-01,Filho,Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,26364.16,2294.50,25750.93,2237.63,1999-04-28,15
2020-01-01,Filho,Comando da Aeronáutica,Suboficial,206614.53,10734.06,189390.45,9742.09,1999-08-20,57
2020-01-01,Filho,Comando da Aeronáutica,Taifeiro de 1ª Classe,973.57,546.37,960.92,539.27,1977-07-03,2
2020-01-01,Filho,Comando da Aeronáutica,Taifeiro-Mor,4045.58,4045.58,3730.70,3730.70,2007-02-26,1
2020-01-01,Filho,Comando da Aeronáutica,Tenente-Brigadeiro-do-Ar,28532.51,14826.19,25006.76,13528.14,2013-11-25,2
2020-01-01,Filho,Comando da Aeronáutica,Tenente-Coronel,73183.75,35312.36,86872.70,53798.03,1946-11-29,6
2020-01-01,Filho,Comando da Aeronáutica,Terceiro-Sargento,141314.14,8835.72,145781.23,14624.49,1974-01-05,58
2020-01-01,Filho,Comando da Aeronáutica,Vários,10468.79,10468.79,8924.75,8924.75,2000-09-07,1
2020-01-01,Filho,Comando da Marinha,Almirante,169576.55,30539.20,159736.18,28266.09,1988-12-01,8
2020-01-01,Filho,Comando da Marinha,Almirante-de-Esquadra,41692.76,26268.45,39594.74,26268.45,2015-06-01,3
2020-01-01,Filho,Comando da Marinha,Cabo (engajado),205265.33,71742.76,187651.53,58338.70,1982-08-01,79
2020-01-01,Filho,Comando da Marinha,Capitao-de-Corveta,56105.28,17740.80,44036.33,12986.27,1961-06-01,5
2020-01-01,Filho,Comando da Marinha,Capitao-de-Fragata,55908.27,22580.10,49201.48,19813.50,2004-03-01,6
2020-01-01,Filho,Comando da Marinha,Capitao-de-Mar-e-Guerra,118720.27,20674.05,102452.74,14605.66,1969-07-01,13
2020-01-01,Filho,Comando da Marinha,Capitao-Tenente,144222.90,16991.10,126669.51,15877.91,1982-01-01,19
2020-01-01,Filho,Comando da Marinha,Contra-Almirante,139193.97,23755.25,129132.37,23327.66,1989-05-01,12
2020-01-01,Filho,Comando da Marinha,Guarda-Marinha,2231.07,2231.07,2169.41,2169.41,2015-05-01,1
2020-01-01,Filho,Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",63927.95,3158.64,62589.73,3101.79,1960-05-01,42
2020-01-01,Filho,Comando da Marinha,Primeiro-Sargento,125813.29,8937.29,119285.06,8937.29,1970-09-01,41
2020-01-01,Filho,Comando da Marinha,Primeiro-Tenente,780474.43,64548.31,717746.16,52448.99,1964-07-01,100
2020-01-01,Filho,Comando da Marinha,Segundo-Sargento,298667.46,8080.40,286330.86,7965.90,1952-12-01,104
2020-01-01,Filho,Comando da Marinha,Segundo-Tenente,1526920.50,13891.90,1447747.08,13641.85,1967-08-01,269
2020-01-01,Filho,Comando da Marinha,Suboficial,222526.32,15275.45,210650.48,13043.94,1968-04-01,56
2020-01-01,Filho,Comando da Marinha,Terceiro-Sargento,311597.78,6387.75,299147.70,6387.75,1968-01-01,129
2020-01-01,Filho,Comando da Marinha,Vários,12811.02,12811.02,10778.28,10778.28,2005-03-01,1
2020-01-01,Filho,Comando da Marinha,Vice-Almirante,53392.28,12709.83,50602.68,12442.94,2000-12-01,8
2020-01-01,Filho,Comando do Exército,Aspirante-a-Oficial,2852.84,2852.84,2702.52,2702.52,2010-06-01,1
2020-01-01,Filho,Comando do Exército,Cabo (engajado),165875.32,3809.15,157091.66,3669.40,1995-04-01,93
2020-01-01,Filho,Comando do Exército,Cabo (nao engajado),307.22,307.22,298.01,298.01,2015-03-01,1
2020-01-01,Filho,Comando do Exército,Capitao,341258.62,15712.20,312541.88,15240.84,1995-04-01,56
2020-01-01,Filho,Comando do Exército,Coronel,266277.36,20611.80,244749.91,19993.45,1995-06-01,28
2020-01-01,Filho,Comando do Exército,General-de-Brigada,356202.10,24193.40,306797.44,21807.54,1995-07-01,35
2020-01-01,Filho,Comando do Exército,General-de-Divisao,134601.37,23628.96,111338.49,18010.03,1960-08-01,14
2020-01-01,Filho,Comando do Exército,General-de-Exercito,157587.59,27925.50,141516.96,27087.74,1995-07-01,11
2020-01-01,Filho,Comando do Exército,Inválido,32911.64,8462.32,31111.84,8208.46,1996-04-01,8
2020-01-01,Filho,Comando do Exército,Major,473958.62,20180.16,426926.67,19574.76,1995-02-01,61
2020-01-01,Filho,Comando do Exército,Marechal,406078.26,30095.39,374966.41,29192.53,1995-02-01,24
2020-01-01,Filho,Comando do Exército,Primeiro-Sargento,174534.50,9101.78,162179.20,8828.73,1995-07-01,55
2020-01-01,Filho,Comando do Exército,Primeiro-Tenente,778347.29,14029.45,713095.30,13516.19,1965-04-01,127
2020-01-01,Filho,Comando do Exército,Segundo-Sargento,379502.40,9684.69,357885.69,8691.53,1972-07-01,120
2020-01-01,Filho,Comando do Exército,Segundo-Tenente,4953534.32,195181.27,5116670.48,381449.44,1995-01-01,871
2020-01-01,Filho,Comando do Exército,Soldado,176004.82,3698.49,169340.17,3404.21,1995-06-01,113
2020-01-01,Filho,Comando do Exército,Soldado-Recruta,32289.37,25894.14,32097.54,25894.14,2006-12-01,8
2020-01-01,Filho,Comando do Exército,Subtenente,242166.57,11398.83,223457.53,11056.87,1995-06-01,59
2020-01-01,Filho,Comando do Exército,Taifeiro de 2ª Classe,718.24,718.24,696.70,696.70,2008-11-01,1
2020-01-01,Filho,Comando do Exército,Tenente-Coronel,506243.23,21483.80,436983.75,20457.21,1995-07-01,47
2020-01-01,Filho,Comando do Exército,Terceiro-Sargento,418787.07,6234.75,388971.04,6047.71,1995-02-01,170
2020-01-01,Filho,Comando do Exército,Vários,27632.44,24168.55,27124.35,23710.89,2003-03-01,2
2020-01-01,Filho(a) adotivo ou Enteado(a),Comando da Aeronáutica,Brigadeiro,26478.80,26478.80,19816.94,19816.94,2017-03-16,1
2020-01-01,Filho(a) adotivo ou Enteado(a),Comando da Aeronáutica,Primeiro-Sargento,8882.46,8882.46,7309.15,7309.15,2019-06-18,1
2020-01-01,Irmão (ã),Comando da Aeronáutica,Aspirante-a-Oficial,7851.38,3925.69,7851.38,3925.69,2000-01-22,2
2020-01-01,Irmão (ã),Comando da Aeronáutica,Cabo (engajado),3887.96,3887.96,3610.14,3610.14,2015-01-21,1
2020-01-01,Irmão (ã),Comando da Aeronáutica,Primeiro-Sargento,9264.06,9264.06,9264.06,9264.06,2001-05-23,1
2020-01-01,Irmão (ã),Comando da Aeronáutica,Segundo-Sargento,13069.80,6582.60,12985.47,6582.60,1999-06-07,2
2020-01-01,Irmão (ã),Comando da Aeronáutica,Terceiro-Sargento,9950.23,5087.25,9937.26,5087.25,1987-04-18,4
2020-01-01,Irmão (ã),Comando da Marinha,Almirante,137024.57,29463.00,116548.58,28932.67,1984-03-01,5
2020-01-01,Irmão (ã),Comando da Marinha,Almirante-de-Esquadra,78464.20,24382.51,66063.86,19333.19,1998-03-01,4
2020-01-01,Irmão (ã),Comando da Marinha,Cabo (engajado),357125.30,4176.93,352903.99,4149.26,1950-07-01,159
2020-01-01,Irmão (ã),Comando da Marinha,Capitao-de-Corveta,79709.14,20623.68,64980.39,16350.63,1960-05-01,6
2020-01-01,Irmão (ã),Comando da Marinha,Capitao-de-Fragata,129213.25,20475.00,108258.63,16237.33,1982-08-01,9
2020-01-01,Irmão (ã),Comando da Marinha,Capitao-de-Mar-e-Guerra,83011.71,21184.35,65185.66,16751.61,1994-12-01,4
2020-01-01,Irmão (ã),Comando da Marinha,Capitao-Tenente,94862.43,16351.65,83378.95,16351.65,1944-08-01,7
2020-01-01,Irmão (ã),Comando da Marinha,Contra-Almirante,159747.60,25835.70,128481.56,22967.58,1981-06-01,7
2020-01-01,Irmão (ã),Comando da Marinha,Guarda-Marinha,1209.40,1209.40,1209.40,1209.40,2018-09-01,1
2020-01-01,Irmão (ã),Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",411786.84,3197.16,410784.10,3197.16,1949-08-01,293
2020-01-01,Irmão (ã),Comando da Marinha,Primeiro-Sargento,144997.22,9287.96,136392.66,8126.73,1956-09-01,32
2020-01-01,Irmão (ã),Comando da Marinha,Primeiro-Tenente,426979.29,17752.57,371680.37,15132.94,1966-02-01,39
2020-01-01,Irmão (ã),Comando da Marinha,Segundo-Sargento,767523.14,8158.50,739747.37,7965.90,1942-03-01,161
2020-01-01,Irmão (ã),Comando da Marinha,Segundo-Tenente,749322.87,14116.60,671781.16,12733.00,1951-05-01,98
2020-01-01,Irmão (ã),Comando da Marinha,Suboficial,119283.27,10363.92,110132.77,10302.23,1975-06-01,20
2020-01-01,Irmão (ã),Comando da Marinha,Terceiro-Sargento,1218811.79,7650.00,1171177.05,7320.32,1942-10-01,389
2020-01-01,Irmão (ã),Comando da Marinha,Vice-Almirante,24495.72,24495.72,19152.36,19152.36,2008-04-01,1
2020-01-01,Irmão (ã),Comando do Exército,Aspirante-a-Oficial,203966.47,12142.90,177802.15,9408.86,1995-07-01,30
2020-01-01,Irmão (ã),Comando do Exército,Cabo (engajado),491297.80,4098.12,473011.95,3962.64,1960-08-01,251
2020-01-01,Irmão (ã),Comando do Exército,Capitao,375550.63,16260.30,323130.04,15240.84,1995-07-01,43
2020-01-01,Irmão (ã),Comando do Exército,Coronel,264463.39,26204.40,214261.29,25519.52,1996-03-01,14
2020-01-01,Irmão (ã),Comando do Exército,General-de-Brigada,182758.56,23760.89,156047.16,22776.77,1995-09-01,12
2020-01-01,Irmão (ã),Comando do Exército,General-de-Divisao,133997.34,24761.82,106447.63,22669.60,1996-08-01,6
2020-01-01,Irmão (ã),Comando do Exército,General-de-Exercito,41153.89,26672.58,32596.77,20150.46,1997-08-01,3
2020-01-01,Irmão (ã),Comando do Exército,Inválido,2766.60,2766.60,2766.60,2766.60,1996-04-01,1
2020-01-01,Irmão (ã),Comando do Exército,Major,512125.60,20956.32,425206.80,20233.78,1987-02-01,35
2020-01-01,Irmão (ã),Comando do Exército,Marechal,107244.57,30162.16,91255.05,25857.29,1998-09-01,8
2020-01-01,Irmão (ã),Comando do Exército,Primeiro-Sargento,259994.63,9101.78,242181.33,7793.79,1960-08-01,59
2020-01-01,Irmão (ã),Comando do Exército,Primeiro-Tenente,748563.07,14346.30,647854.86,13516.03,1960-08-01,89
2020-01-01,Irmão (ã),Comando do Exército,Segundo-Sargento,1514221.94,7679.70,1422533.23,7079.16,1960-08-01,369
2020-01-01,Irmão (ã),Comando do Exército,Segundo-Tenente,1121236.25,13032.60,992714.46,12641.63,1960-08-01,156
2020-01-01,Irmão (ã),Comando do Exército,Soldado,332618.83,2894.60,321388.98,2807.77,1995-05-01,232
2020-01-01,Irmão (ã),Comando do Exército,Subtenente,63249.25,10658.55,55761.34,8507.86,1960-08-01,11
2020-01-01,Irmão (ã),Comando do Exército,Taifeiro de 1ª Classe,3069.00,3069.00,2885.20,2885.20,2009-08-01,1
2020-01-01,Irmão (ã),Comando do Exército,Tenente-Coronel,270502.36,21150.00,223185.03,19642.50,1995-08-01,19
2020-01-01,Irmão (ã),Comando do Exército,Terceiro-Sargento,3967880.78,34427.43,3799876.39,65601.60,1960-07-01,1417
2020-01-01,Irmão (ã),Comando do Exército,Vários,13482.00,13482.00,13212.36,13212.36,1996-09-01,1
2020-01-01,Mãe,Comando da Aeronáutica,Aspirante-a-Oficial,29113.70,10241.00,25096.04,8721.17,1994-03-30,3
2020-01-01,Mãe,Comando da Aeronáutica,Cabo (engajado),98004.87,3730.34,96048.73,3681.85,1977-11-05,29
2020-01-01,Mãe,Comando da Aeronáutica,Capitao,213540.55,15534.20,176556.75,15147.30,1963-04-24,16
2020-01-01,Mãe,Comando da Aeronáutica,Major,68043.78,20122.20,54857.90,16335.39,1989-11-02,4
2020-01-01,Mãe,Comando da Aeronáutica,Primeiro-Sargento,72806.86,9397.82,65144.17,8731.63,1989-03-16,9
2020-01-01,Mãe,Comando da Aeronáutica,Primeiro-Tenente,273440.41,14163.70,229534.34,13034.23,1971-04-27,23
2020-01-01,Mãe,Comando da Aeronáutica,Segundo-Sargento,191333.81,7822.80,175212.74,7344.47,1978-10-17,29
2020-01-01,Mãe,Comando da Aeronáutica,Segundo-Tenente,380376.11,13896.26,331485.65,12197.84,1977-08-10,38
2020-01-01,Mãe,Comando da Aeronáutica,Soldado de 1ª Classe,86037.31,2600.10,84510.35,2580.84,1980-08-01,34
2020-01-01,Mãe,Comando da Aeronáutica,Soldado de 1ª Classe/ 2ª Classe,185505.89,2326.66,182521.61,2296.73,1963-04-18,83
2020-01-01,Mãe,Comando da Aeronáutica,Suboficial,157553.52,63355.63,187033.25,105807.91,2008-01-22,11
2020-01-01,Mãe,Comando da Aeronáutica,Taifeiro de 1ª Classe,3115.50,3115.50,2968.55,2968.55,2013-01-10,1
2020-01-01,Mãe,Comando da Aeronáutica,Tenente-Coronel,8906.24,8906.24,7766.04,7766.04,2016-09-15,1
2020-01-01,Mãe,Comando da Aeronáutica,Terceiro-Sargento,1049626.36,14852.75,1012116.04,21982.73,1966-12-10,212
2020-01-01,Mãe,Comando da Aeronáutica,Vários,49608.95,28548.20,43795.91,23214.30,1999-12-25,2
2020-01-01,Mãe,Comando da Marinha,Cabo (engajado),154581.37,3993.04,151887.50,3979.17,1982-07-01,48
2020-01-01,Mãe,Comando da Marinha,Capitao-de-Corveta,82624.83,17740.80,66458.47,14023.53,1968-06-01,6
2020-01-01,Mãe,Comando da Marinha,Capitao-de-Fragata,38587.50,20925.00,30238.26,16039.99,1979-12-01,2
2020-01-01,Mãe,Comando da Marinha,Capitao-de-Mar-e-Guerra,60346.77,20840.82,51744.96,20840.82,1983-07-01,3
2020-01-01,Mãe,Comando da Marinha,Capitao-Tenente,76185.90,15620.85,62545.36,12718.08,1976-05-01,6
2020-01-01,Mãe,Comando da Marinha,Guarda-Marinha,19165.30,10094.70,18063.84,10094.70,1977-08-01,2
2020-01-01,Mãe,Comando da Marinha,"Marinheiro-Recruta, Soldado-Recruta",1272.04,1272.04,1249.15,1249.15,2012-10-01,1
2020-01-01,Mãe,Comando da Marinha,"Marinheiro, Soldado Fuzileiro Naval",183342.23,2966.04,182394.96,2966.04,1971-08-01,83
2020-01-01,Mãe,Comando da Marinha,Primeiro-Sargento,17435.94,8882.46,15426.97,7832.74,2000-02-01,2
2020-01-01,Mãe,Comando da Marinha,Primeiro-Tenente,112563.30,14263.85,94836.56,11375.59,1970-09-01,11
2020-01-01,Mãe,Comando da Marinha,Segundo-Sargento,44849.55,7488.90,40066.45,6649.50,1995-03-01,7
2020-01-01,Mãe,Comando da Marinha,Segundo-Tenente,165141.05,13556.90,140355.00,11221.71,1974-07-01,16
2020-01-01,Mãe,Comando da Marinha,Suboficial,68955.60,10302.23,59116.68,8817.35,2006-11-01,7
2020-01-01,Mãe,Comando da Marinha,Terceiro-Sargento,539543.06,6158.25,515557.35,5837.17,1974-12-01,116
2020-01-01,Mãe,Comando da Marinha,Vários,6250.24,6250.24,6141.27,6141.27,1992-08-01,1
2020-01-01,Mãe,Comando da Marinha,Vice-Almirante,49452.96,25307.52,44205.92,25307.52,1967-01-01,2
2020-01-01,Mãe,Comando do Exército,Aspirante-a-Oficial,113126.46,10094.70,96265.01,9649.95,1995-02-01,13
2020-01-01,Mãe,Comando do Exército,Cabo (engajado),651615.07,4150.98,624998.91,4026.47,1990-10-01,203
2020-01-01,Mãe,Comando do Exército,Capitao,399886.36,26010.37,345721.56,35039.49,1995-07-01,38
2020-01-01,Mãe,Comando do Exército,Coronel,141411.45,21413.37,120154.38,19993.61,2000-02-01,11
2020-01-01,Mãe,Comando do Exército,General-de-Brigada,67730.21,22856.70,61290.04,22171.00,2001-12-01,4
2020-01-01,Mãe,Comando do Exército,General-de-Divisao,86025.56,26306.52,65074.28,19660.36,2000-03-01,4
2020-01-01,Mãe,Comando do Exército,General-de-Exercito,154246.98,26807.29,126571.12,24788.34,2002-02-01,9
2020-01-01,Mãe,Comando do Exército,Inválido,26890.38,7616.36,25362.28,6391.23,1996-07-01,16
2020-01-01,Mãe,Comando do Exército,Major,187370.07,19736.64,154846.19,17101.03,2000-08-01,15
2020-01-01,Mãe,Comando do Exército,Marechal,177885.40,27919.70,141339.83,25966.58,1997-03-01,9
2020-01-01,Mãe,Comando do Exército,Primeiro-Sargento,64206.01,9101.94,55632.18,7523.88,1995-07-01,13
2020-01-01,Mãe,Comando do Exército,Primeiro-Tenente,606878.48,14923.45,513960.54,13116.15,1995-02-01,66
2020-01-01,Mãe,Comando do Exército,Segundo-Sargento,349175.23,7965.90,327760.40,6994.98,1994-04-01,81
2020-01-01,Mãe,Comando do Exército,Segundo-Tenente,1381651.08,12733.16,1200135.77,11915.10,1995-01-01,163
2020-01-01,Mãe,Comando do Exército,Soldado,674401.28,3004.56,652660.12,2914.43,1995-02-01,334
2020-01-01,Mãe,Comando do Exército,Soldado-Recruta,11044.98,1228.92,10776.70,1218.14,2003-01-01,11
2020-01-01,Mãe,Comando do Exército,Subtenente,109239.43,10734.06,94560.00,9740.41,1995-07-01,14
2020-01-01,Mãe,Comando do Exército,Taifeiro de 2ª Classe,5878.76,3049.96,5639.42,2958.47,1999-02-01,2
2020-01-01,Mãe,Comando do Exército,Tenente-Coronel,203536.80,21150.00,162058.17,16190.03,1999-05-01,14
2020-01-01,Mãe,Comando do Exército,Terceiro-Sargento,3772641.94,203927.12,3742544.98,383304.12,1970-03-01,771
2020-01-01,Mãe,Comando do Exército,Vários,4769.67,4769.67,4599.37,4599.37,2015-11-01,1
2020-01-01,Menor sob guarda ou tutela,Comando da Aeronáutica,Segundo-Sargento,7965.90,3982.95,7365.60,3682.80,2007-02-08,2
2020-01-01,Menor sob guarda ou tutela,Comando da Aeronáutica,Segundo-Tenente,2864.92,2864.92,2758.33,2758.33,2008-02-19,1
2020-01-01,Menor sob guarda ou tutela,Comando da Aeronáutica,Tenente-Coronel,22500.00,22500.00,16969.80,16969.80,2010-11-13,1
2020-01-01,Menor sob guarda ou tutela,Comando da Aeronáutica,Terceiro-Sargento,1721.24,1721.24,1698.87,1698.87,2018-05-06,1
2020-01-01,Menor sob guarda ou tutela,Comando da Marinha,Cabo (engajado),2035.92,2035.92,2035.92,2035.92,2013-10-01,1
2020-01-01,Menor sob guarda ou tutela,Comando da Marinha,Primeiro-Tenente,23520.13,13521.80,20378.34,11019.81,2004-10-01,4
2020-01-01,Menor sob guarda ou tutela,Comando da Marinha,Segundo-Sargento,1287.90,1287.90,1287.90,1287.90,2018-07-01,1
2020-01-01,Menor sob guarda ou tutela,Comando da Marinha,Segundo-Tenente,43034.71,12358.50,36540.76,9668.00,2009-03-01,8
2020-01-01,Menor sob guarda ou tutela,Comando da Marinha,Suboficial,3454.62,3454.62,3291.23,3291.23,2015-03-01,1
2020-01-01,Menor sob guarda ou tutela,Comando da Marinha,Terceiro-Sargento,5490.14,2868.75,5414.63,2793.24,2014-10-01,4
2020-01-01,Não informado,Comando da Aeronáutica,Segundo-Tenente,40108.95,8913.10,37944.03,8913.10,1993-12-03,5
2020-01-01,Neto (a),Comando da Marinha,Almirante,30052.70,30052.70,22657.57,22657.57,1988-04-01,1
2020-01-01,Neto (a),Comando da Marinha,Cabo (engajado),3861.69,3861.69,3628.94,3628.94,2014-11-01,1
2020-01-01,Neto (a),Comando da Marinha,Primeiro-Tenente,27290.92,13934.05,27145.96,13934.05,1957-10-01,4
2020-01-01,Neto (a),Comando da Marinha,Segundo-Sargento,14071.50,7965.90,11940.56,6644.64,2009-11-01,2
2020-01-01,Neto (a),Comando da Marinha,Segundo-Tenente,43777.58,12781.48,35910.63,10135.94,1984-01-01,5
2020-01-01,Neto (a),Comando do Exército,Cabo (engajado),752.60,453.14,730.03,439.55,2003-08-01,2
2020-01-01,Neto (a),Comando do Exército,Capitao,51589.90,16260.30,43149.65,15683.89,1995-09-01,4
2020-01-01,Neto (a),Comando do Exército,Coronel,34523.67,20039.25,27064.70,15485.57,1998-12-01,2
2020-01-01,Neto (a),Comando do Exército,General-de-Brigada,64032.03,23855.90,49749.87,18169.63,1996-09-01,5
2020-01-01,Neto (a),Comando do Exército,General-de-Divisao,109300.08,25565.76,98064.19,24798.79,1996-09-01,6
2020-01-01,Neto (a),Comando do Exército,General-de-Exercito,26268.45,26268.45,19866.25,19866.25,2007-01-01,1
2020-01-01,Neto (a),Comando do Exército,Inválido,17320.00,17320.00,13760.67,13760.67,2003-01-01,1
2020-01-01,Neto (a),Comando do Exército,Major,94284.96,20180.16,81323.28,19574.76,1996-09-01,6
2020-01-01,Neto (a),Comando do Exército,Marechal,52893.10,27218.20,38937.38,20010.57,1997-12-01,2
2020-01-01,Neto (a),Comando do Exército,Primeiro-Sargento,41999.78,8772.80,36019.86,7369.64,1995-07-01,6
2020-01-01,Neto (a),Comando do Exército,Primeiro-Tenente,106545.96,14098.95,91608.74,13675.99,1996-08-01,11
2020-01-01,Neto (a),Comando do Exército,Segundo-Sargento,22695.56,7155.32,21745.67,6477.17,1995-12-01,8
2020-01-01,Neto (a),Comando do Exército,Segundo-Tenente,128143.88,12733.00,111753.06,10136.75,1997-10-01,20
2020-01-01,Neto (a),Comando do Exército,Soldado,2241.55,2241.55,2174.31,2174.31,2002-10-01,1
2020-01-01,Neto (a),Comando do Exército,Subtenente,9685.33,9685.33,8204.17,8204.17,1996-08-01,1
2020-01-01,Neto (a),Comando do Exército,Tenente-Coronel,22753.12,20362.50,17477.10,15189.30,1996-04-01,2
2020-01-01,Neto (a),Comando do Exército,Terceiro-Sargento,35333.85,6387.75,32013.11,5361.55,1995-09-01,11
